X,Y,Cluster
8.535622,10.542946,1.000000
6.118422,7.919695,1.000000
6.181439,8.408141,1.000000
7.710508,11.416495,1.000000
6.244641,6.915068,1.000000
6.337213,6.268730,1.000000
7.375535,8.828358,1.000000
7.006133,6.951861,1.000000
6.289615,7.383824,1.000000
6.928305,7.142825,1.000000
8.460402,6.934134,1.000000
6.240524,7.143503,1.000000
6.668093,5.378071,1.000000
8.645492,8.453516,1.000000
7.656936,9.781643,1.000000
7.183226,8.821975,1.000000
6.868168,9.586222,1.000000
6.970420,7.426553,1.000000
6.660714,7.292759,1.000000
8.643379,8.287872,1.000000
6.314032,9.033335,1.000000
7.985920,8.717627,1.000000
8.051673,7.373202,1.000000
9.039779,8.636153,1.000000
7.119344,7.718633,1.000000
6.848422,8.150849,1.000000
7.095346,7.337914,1.000000
6.870108,8.736569,1.000000
8.514642,9.465773,1.000000
7.597817,7.487061,1.000000
7.798393,9.174386,1.000000
6.809606,9.904026,1.000000
8.767052,11.823352,1.000000
5.521363,9.803568,1.000000
8.210883,8.344268,1.000000
6.601908,9.529039,1.000000
5.748822,8.026382,1.000000
7.826976,7.199427,1.000000
7.446324,8.145798,1.000000
6.426737,8.441621,1.000000
7.714861,8.838781,1.000000
6.722219,9.625868,1.000000
7.217616,7.284322,1.000000
7.983493,7.461591,1.000000
6.358250,10.661139,1.000000
7.368782,9.301072,1.000000
7.766929,9.415946,1.000000
7.166670,8.690366,1.000000
7.430832,8.278040,1.000000
4.742209,6.848956,1.000000
7.741746,8.574354,1.000000
6.160583,9.904884,1.000000
7.351953,8.650187,1.000000
8.971082,9.272085,1.000000
8.947248,9.316116,1.000000
7.048536,10.458821,1.000000
5.460166,10.848581,1.000000
7.351032,7.553137,1.000000
6.678663,7.616295,1.000000
8.645770,7.032050,1.000000
8.889545,8.773400,1.000000
7.269206,9.097085,1.000000
9.169213,9.857362,1.000000
6.449664,7.357007,1.000000
7.334198,9.251595,1.000000
7.735169,9.824948,1.000000
6.089323,5.657730,1.000000
6.747850,8.519414,1.000000
7.832016,8.412800,1.000000
6.961935,8.095892,1.000000
8.192681,10.544684,1.000000
7.558193,7.039918,1.000000
8.137416,9.115641,1.000000
7.830790,8.869951,1.000000
7.031301,9.201141,1.000000
7.779416,9.112164,1.000000
5.558831,7.755439,1.000000
7.940592,8.297969,1.000000
6.690513,7.684754,1.000000
7.293569,7.866109,1.000000
8.489870,8.240867,1.000000
6.198169,9.970901,1.000000
5.914606,7.645231,1.000000
7.330361,8.585290,1.000000
7.760990,8.625685,1.000000
5.954219,7.332730,1.000000
7.853205,7.369671,1.000000
7.408586,8.841747,1.000000
8.119916,9.672659,1.000000
7.834210,10.061674,1.000000
5.771809,7.280225,1.000000
8.838696,9.028966,1.000000
8.025004,9.332819,1.000000
7.813662,8.624534,1.000000
6.169469,8.005801,1.000000
7.476484,6.856522,1.000000
7.014635,9.315376,1.000000
8.581838,8.471572,1.000000
7.347605,8.082570,1.000000
6.147371,8.812729,1.000000
6.476435,7.435846,1.000000
7.605020,6.850309,1.000000
7.603348,9.191953,1.000000
7.027215,9.879920,1.000000
6.277058,6.650448,1.000000
8.866824,8.246835,1.000000
6.513493,8.331448,1.000000
6.857293,8.946287,1.000000
6.907790,9.370915,1.000000
5.957139,7.864738,1.000000
6.489292,10.375328,1.000000
8.851145,9.145634,1.000000
8.367360,8.290485,1.000000
7.756256,9.058627,1.000000
8.697464,9.207819,1.000000
9.874284,8.380733,1.000000
8.970177,8.189277,1.000000
6.756460,9.751702,1.000000
8.314913,7.943586,1.000000
6.346186,9.995642,1.000000
5.534316,9.680785,1.000000
9.609971,6.940342,1.000000
7.596883,7.091995,1.000000
7.383809,5.987445,1.000000
7.471303,8.548859,1.000000
5.321466,7.370237,1.000000
6.552380,7.498392,1.000000
5.214323,8.605847,1.000000
5.607865,8.878046,1.000000
7.528979,7.512595,1.000000
8.278284,6.815636,1.000000
6.799038,8.292033,1.000000
5.729282,10.937543,1.000000
7.548374,7.582121,1.000000
7.243183,7.642602,1.000000
7.996898,7.401585,1.000000
6.693248,8.681265,1.000000
7.520880,7.416681,1.000000
6.072006,7.016285,1.000000
5.467728,8.070017,1.000000
6.928574,8.927932,1.000000
6.252136,6.897185,1.000000
8.181789,8.110483,1.000000
7.474925,8.953057,1.000000
6.621529,5.740821,1.000000
7.159731,7.237792,1.000000
6.396437,8.185146,1.000000
7.050656,8.408408,1.000000
7.692383,9.448212,1.000000
8.642753,7.313520,1.000000
8.783975,8.117928,1.000000
6.454177,8.010715,1.000000
6.490409,6.291248,1.000000
8.027160,9.316087,1.000000
7.813249,8.745234,1.000000
8.449447,9.539780,1.000000
7.604878,9.554458,1.000000
7.152277,9.619372,1.000000
8.605971,6.962342,1.000000
6.197890,7.361130,1.000000
9.430847,6.863757,1.000000
5.927164,7.269979,1.000000
8.714898,7.659414,1.000000
7.960229,7.959894,1.000000
7.562793,10.179610,1.000000
6.789005,8.693572,1.000000
8.520850,9.009100,1.000000
7.768697,8.046345,1.000000
7.245524,8.634555,1.000000
7.481676,7.387171,1.000000
5.830981,8.158534,1.000000
8.620317,7.250569,1.000000
4.284835,8.872582,1.000000
7.035716,7.993522,1.000000
6.644150,7.293495,1.000000
7.671178,7.340810,1.000000
8.834133,7.979397,1.000000
7.363473,9.095010,1.000000
6.610432,6.996067,1.000000
5.896613,8.272654,1.000000
6.239565,7.201672,1.000000
10.304436,7.672516,1.000000
8.603832,9.095195,1.000000
7.603266,9.015955,1.000000
6.351092,9.275103,1.000000
7.562920,8.601229,1.000000
7.159625,8.979262,1.000000
7.082176,7.174137,1.000000
7.568883,6.494920,1.000000
7.310439,6.896131,1.000000
7.904066,8.789773,1.000000
8.826661,8.544806,1.000000
5.766688,6.376611,1.000000
9.191599,6.992479,1.000000
6.393367,7.830851,1.000000
7.432530,7.633148,1.000000
7.982799,8.873584,1.000000
7.562348,10.445657,1.000000
5.020653,8.680071,1.000000
8.653234,9.787804,1.000000
6.436429,6.671076,1.000000
6.855058,5.982624,1.000000
7.526106,9.985804,1.000000
6.637518,6.677570,1.000000
7.956606,9.244066,1.000000
6.584101,7.749633,1.000000
6.590030,8.402151,1.000000
6.469882,9.730530,1.000000
9.379690,7.667240,1.000000
6.356554,8.975533,1.000000
8.188806,8.683613,1.000000
8.011393,7.821971,1.000000
8.401638,7.071816,1.000000
8.279685,8.261160,1.000000
6.293392,8.342039,1.000000
6.240492,10.682767,1.000000
7.361279,7.780881,1.000000
6.956512,8.456064,1.000000
6.885917,9.105101,1.000000
7.829645,7.834733,1.000000
7.036075,9.147769,1.000000
5.475642,7.487906,1.000000
7.695836,8.389779,1.000000
7.622377,8.286847,1.000000
7.259210,8.440461,1.000000
7.756779,8.120052,1.000000
7.560079,7.752606,1.000000
6.622469,8.360575,1.000000
6.603610,8.333867,1.000000
7.789471,5.965824,1.000000
7.664976,8.416854,1.000000
7.097080,8.203306,1.000000
7.600970,6.763379,1.000000
6.797614,11.614830,1.000000
6.537223,7.419442,1.000000
7.071453,9.042676,1.000000
5.311253,9.314986,1.000000
7.152105,8.528766,1.000000
9.447032,7.635020,1.000000
7.555481,6.784309,1.000000
6.291741,9.415893,1.000000
8.754548,7.893953,1.000000
6.207237,9.273186,1.000000
7.629568,7.033279,1.000000
6.753737,8.069181,1.000000
5.806942,8.188070,1.000000
7.954185,10.705240,1.000000
6.762301,9.533277,1.000000
5.655104,7.717281,1.000000
6.516772,9.281712,1.000000
7.680292,8.194261,1.000000
7.452006,7.364333,1.000000
8.080157,6.983554,1.000000
4.602613,7.196190,1.000000
8.398848,8.206457,1.000000
6.768845,9.632108,1.000000
5.702967,8.593467,1.000000
7.226900,8.281929,1.000000
7.785863,7.588948,1.000000
6.163067,8.725787,1.000000
7.652355,8.617553,1.000000
5.839611,6.760784,1.000000
7.250175,6.724075,1.000000
9.047719,8.594924,1.000000
5.783994,7.799275,1.000000
6.687519,8.830868,1.000000
7.701310,8.146493,1.000000
7.956442,7.885858,1.000000
8.116014,9.244386,1.000000
6.559170,8.389105,1.000000
8.407406,6.361715,1.000000
6.394592,7.269953,1.000000
6.417215,7.043381,1.000000
7.155403,9.090683,1.000000
7.265829,9.787297,1.000000
6.189265,7.307676,1.000000
7.505326,7.693642,1.000000
8.036847,7.372783,1.000000
7.045000,6.273444,1.000000
7.115748,9.582641,1.000000
7.430346,9.034979,1.000000
8.243986,8.734803,1.000000
7.995392,9.231602,1.000000
7.401599,5.831111,1.000000
6.752323,5.568239,1.000000
5.347389,6.527566,1.000000
8.860091,10.373943,1.000000
6.297681,8.395518,1.000000
5.618805,9.215629,1.000000
7.206734,6.461724,1.000000
8.086317,9.533924,1.000000
6.944792,9.913294,1.000000
7.291070,7.972875,1.000000
7.182904,8.517875,1.000000
7.096367,9.118831,1.000000
6.570036,7.877720,1.000000
6.749567,8.855183,1.000000
4.180663,7.878184,1.000000
7.731000,9.384672,1.000000
6.656310,10.091257,1.000000
5.612363,7.054753,1.000000
6.264727,7.377028,1.000000
7.010774,9.536477,1.000000
8.741649,7.596348,1.000000
7.973454,7.045433,1.000000
7.865444,8.714202,1.000000
6.648842,8.187673,1.000000
7.648578,6.788982,1.000000
8.408982,9.979482,1.000000
8.726593,11.806573,1.000000
6.476004,9.337999,1.000000
5.929926,7.522279,1.000000
5.622757,7.588595,1.000000
7.268240,7.512317,1.000000
7.708036,9.102026,1.000000
7.371561,7.924184,1.000000
8.044847,8.119301,1.000000
7.890987,8.848551,1.000000
8.334222,7.745563,1.000000
6.507252,6.951372,1.000000
6.387792,6.123702,1.000000
8.028551,8.584737,1.000000
7.261510,9.516740,1.000000
7.294602,8.445432,1.000000
6.682756,8.131621,1.000000
7.005007,8.880135,1.000000
7.420649,8.436426,1.000000
7.061938,7.630436,1.000000
8.063717,7.692828,1.000000
7.158085,8.591843,1.000000
6.814341,8.796991,1.000000
7.676914,8.958316,1.000000
7.364995,7.522332,1.000000
6.461248,9.427846,1.000000
8.743777,6.625928,1.000000
7.218054,10.070569,1.000000
9.112370,7.649337,1.000000
6.970453,9.554910,1.000000
7.106197,7.639643,1.000000
8.561964,8.733742,1.000000
6.593584,6.279532,1.000000
6.483142,8.540572,1.000000
6.735690,8.564351,1.000000
8.426162,8.234345,1.000000
7.208222,7.393310,1.000000
7.973426,5.905388,1.000000
7.871906,8.119575,1.000000
6.873450,8.186008,1.000000
7.546340,8.824064,1.000000
8.316799,7.490911,1.000000
9.965846,7.906098,1.000000
7.487037,6.141182,1.000000
7.250035,6.791379,1.000000
5.146726,8.332233,1.000000
8.584111,9.688917,1.000000
5.702571,7.711721,1.000000
6.493356,7.614635,1.000000
6.145995,10.401928,1.000000
6.734626,7.719302,1.000000
5.375468,9.359102,1.000000
6.219297,7.489557,1.000000
7.704295,8.908612,1.000000
8.619292,8.074499,1.000000
9.089420,7.301093,1.000000
8.036435,8.060739,1.000000
6.248369,7.752249,1.000000
7.337684,7.655627,1.000000
5.525246,8.223578,1.000000
7.486067,7.909564,1.000000
7.855223,6.157738,1.000000
8.172870,6.914333,1.000000
7.724215,8.112702,1.000000
7.293590,7.541651,1.000000
7.521386,8.371601,1.000000
8.764090,9.053866,1.000000
7.397304,7.638647,1.000000
7.885061,8.127276,1.000000
7.593752,9.147974,1.000000
8.832219,6.709633,1.000000
6.417781,9.147373,1.000000
6.604706,8.027447,1.000000
8.834703,8.236320,1.000000
7.527096,8.150714,1.000000
6.760223,6.909086,1.000000
8.603352,9.518144,1.000000
5.913735,8.694093,1.000000
7.340390,7.579875,1.000000
7.945144,8.143924,1.000000
8.003589,9.032894,1.000000
6.882930,7.924011,1.000000
8.175393,8.947457,1.000000
9.291507,6.547063,1.000000
6.575534,8.302933,1.000000
4.492186,8.050529,1.000000
8.192983,7.515240,1.000000
6.153310,8.221815,1.000000
5.875239,7.976605,1.000000
6.814406,8.457604,1.000000
7.282560,6.587288,1.000000
5.628552,8.172039,1.000000
7.877974,8.777843,1.000000
7.929594,9.080572,1.000000
7.058102,7.403934,1.000000
7.323120,7.437332,1.000000
7.695789,7.331181,1.000000
6.926884,9.229840,1.000000
6.670420,8.151757,1.000000
6.498474,8.732381,1.000000
6.265002,8.294122,1.000000
5.043348,8.966023,1.000000
7.688286,8.879084,1.000000
6.763657,7.815015,1.000000
8.056664,8.558204,1.000000
6.821843,8.189208,1.000000
6.290523,9.006484,1.000000
5.362587,9.286544,1.000000
8.060668,7.708929,1.000000
6.824589,8.794529,1.000000
8.396091,7.723606,1.000000
6.483430,8.866519,1.000000
7.736615,9.166104,1.000000
8.440705,8.784061,1.000000
6.674948,7.538754,1.000000
6.785191,10.234552,1.000000
3.619429,6.293006,1.000000
5.588651,9.865621,1.000000
7.580522,8.039303,1.000000
8.320094,9.063710,1.000000
6.685330,9.496613,1.000000
7.202310,9.618013,1.000000
8.074193,8.996229,1.000000
7.134460,9.202339,1.000000
6.070591,6.062390,1.000000
7.226081,8.265078,1.000000
6.644695,11.441180,1.000000
8.066995,7.700826,1.000000
8.379333,6.107329,1.000000
7.915841,7.483866,1.000000
7.177511,8.316449,1.000000
8.211819,7.657955,1.000000
6.443530,8.411341,1.000000
6.749504,9.396095,1.000000
6.664231,8.912276,1.000000
7.465814,10.024390,1.000000
8.292901,7.734461,1.000000
8.346820,8.886590,1.000000
5.493065,9.349554,1.000000
6.982220,5.709143,1.000000
7.485015,7.111561,1.000000
8.146402,8.334869,1.000000
8.713848,7.590076,1.000000
7.551024,8.456927,1.000000
7.761495,8.536028,1.000000
7.646150,8.557293,1.000000
7.568338,8.224282,1.000000
7.607638,8.149656,1.000000
6.593777,7.284742,1.000000
7.380368,7.599300,1.000000
6.694365,8.918758,1.000000
7.341037,9.224824,1.000000
4.686668,9.405766,1.000000
8.019101,7.961571,1.000000
7.331719,7.042120,1.000000
5.253556,8.036936,1.000000
8.773565,10.139874,1.000000
7.827558,6.147625,1.000000
8.074535,7.846053,1.000000
6.319692,9.127839,1.000000
5.664011,8.863286,1.000000
7.289622,8.494405,1.000000
7.480882,9.503762,1.000000
8.510046,8.976757,1.000000
6.404878,8.276155,1.000000
9.049095,6.045265,1.000000
7.385404,9.523099,1.000000
6.709936,11.415886,1.000000
6.467031,8.880251,1.000000
8.038017,9.083252,1.000000
7.409781,6.112882,1.000000
5.637476,7.638422,1.000000
6.673035,8.761428,1.000000
7.332018,7.670590,1.000000
7.793469,9.225437,1.000000
8.062610,7.297941,1.000000
6.954019,7.270557,1.000000
6.033785,9.484284,1.000000
9.542995,8.482411,1.000000
8.301863,8.135263,1.000000
8.588360,8.825180,1.000000
7.213568,7.007809,1.000000
7.252712,6.587687,1.000000
7.391955,9.143993,1.000000
5.409624,8.517905,1.000000
7.488742,8.820709,1.000000
8.332265,8.380875,1.000000
6.669755,7.634443,1.000000
7.722187,7.593498,1.000000
7.462871,7.824762,1.000000
7.989196,11.609084,1.000000
7.519316,9.923146,1.000000
8.712686,7.271904,1.000000
7.078072,6.918780,1.000000
8.290794,8.301337,1.000000
6.808991,9.345034,1.000000
7.708903,8.699193,1.000000
5.269972,9.280023,1.000000
7.001332,8.381704,1.000000
8.304626,7.766802,1.000000
6.312418,7.977035,1.000000
7.185580,9.155954,1.000000
6.176082,6.569031,1.000000
6.723623,7.309286,1.000000
6.955084,8.106364,1.000000
7.168729,8.190292,1.000000
5.190497,8.493524,1.000000
6.561654,8.013773,1.000000
8.239723,8.422340,1.000000
6.758306,8.490909,1.000000
7.460247,8.431925,1.000000
6.385659,11.440889,1.000000
7.146953,8.393450,1.000000
8.542828,8.965228,1.000000
7.620444,7.532866,1.000000
7.852047,10.985850,1.000000
6.929062,7.412335,1.000000
7.950075,7.226538,1.000000
9.123575,6.598062,1.000000
7.489859,9.549882,1.000000
7.919532,8.839385,1.000000
6.544033,9.982341,1.000000
7.548662,5.559392,1.000000
4.897124,9.354588,1.000000
6.624747,8.345294,1.000000
9.199493,10.087987,1.000000
7.742844,8.281871,1.000000
6.834061,8.092939,1.000000
7.913259,8.133594,1.000000
6.074124,8.481498,1.000000
8.084769,9.137075,1.000000
8.279533,7.072970,1.000000
8.217681,10.039585,1.000000
9.087017,7.226055,1.000000
7.357253,7.091362,1.000000
8.188100,9.941114,1.000000
7.434736,9.376688,1.000000
7.402519,9.964240,1.000000
7.444488,9.765782,1.000000
8.772036,7.480189,1.000000
7.479339,6.496726,1.000000
8.349990,8.766829,1.000000
6.733410,7.227827,1.000000
4.066511,8.770293,1.000000
5.142928,7.950465,1.000000
7.465267,9.421530,1.000000
7.915010,7.433967,1.000000
7.579080,4.968867,1.000000
6.436450,9.007426,1.000000
6.369363,7.518195,1.000000
7.983982,7.418611,1.000000
8.307773,9.586009,1.000000
6.741940,9.047297,1.000000
7.530329,9.618764,1.000000
8.104603,8.437919,1.000000
6.555572,8.902609,1.000000
6.777985,7.173477,1.000000
4.997414,7.828824,1.000000
7.773176,7.896850,1.000000
8.965972,7.941906,1.000000
5.251092,9.426450,1.000000
5.321796,10.000732,1.000000
6.792774,8.808363,1.000000
7.259526,7.518220,1.000000
8.539300,8.848401,1.000000
7.511032,8.309089,1.000000
7.456586,7.565777,1.000000
4.911532,8.594551,1.000000
6.534789,9.341031,1.000000
6.214167,8.871348,1.000000
7.457033,7.089085,1.000000
6.810044,8.074579,1.000000
5.925198,10.290867,1.000000
9.097283,9.126941,1.000000
7.083684,7.325874,1.000000
7.703744,8.625110,1.000000
6.150118,6.595540,1.000000
6.705935,6.130045,1.000000
6.560362,8.785393,1.000000
7.923845,8.912351,1.000000
8.666696,10.294370,1.000000
7.731643,6.833705,1.000000
6.776720,9.667561,1.000000
7.847986,6.339209,1.000000
5.842494,6.965715,1.000000
8.584538,8.270841,1.000000
6.670694,8.418102,1.000000
7.328156,6.727237,1.000000
6.729491,7.266761,1.000000
7.315358,8.064589,1.000000
7.192217,10.212734,1.000000
6.467083,10.809584,1.000000
7.886577,10.684676,1.000000
5.797891,10.581105,1.000000
8.354146,6.214227,1.000000
8.853646,9.260942,1.000000
6.816860,8.738880,1.000000
6.658261,7.920642,1.000000
8.160913,10.371597,1.000000
7.431527,7.094485,1.000000
8.218188,7.748137,1.000000
8.635182,9.108346,1.000000
8.785356,8.827605,1.000000
6.058611,8.297090,1.000000
7.887704,10.297617,1.000000
5.815422,7.515571,1.000000
7.901528,5.797471,1.000000
8.373131,8.619066,1.000000
6.656640,8.773231,1.000000
7.515391,8.725479,1.000000
4.832411,7.942682,1.000000
5.380472,8.655525,1.000000
8.336976,8.342704,1.000000
7.385889,8.798658,1.000000
9.329854,7.446959,1.000000
8.408484,9.471880,1.000000
5.739526,9.448390,1.000000
5.139825,6.896051,1.000000
6.973591,7.656340,1.000000
8.698663,7.226278,1.000000
8.130291,9.316365,1.000000
6.704662,8.683405,1.000000
8.134450,8.885702,1.000000
7.116358,9.173032,1.000000
7.130169,8.824551,1.000000
8.646160,8.144231,1.000000
6.129819,8.406887,1.000000
6.692806,7.819603,1.000000
7.576454,8.935793,1.000000
8.315614,7.200224,1.000000
4.563196,9.968810,1.000000
5.511522,6.235106,1.000000
7.218221,7.703460,1.000000
7.263602,9.120091,1.000000
7.333662,10.230484,1.000000
5.729877,9.953181,1.000000
5.809706,7.124599,1.000000
5.181814,8.088913,1.000000
6.514405,8.583235,1.000000
8.317006,8.105204,1.000000
7.930942,10.059600,1.000000
5.984368,8.030301,1.000000
7.543961,7.293921,1.000000
8.748138,8.084210,1.000000
5.934669,8.200190,1.000000
5.983516,7.725949,1.000000
6.884491,9.700165,1.000000
8.168369,7.604837,1.000000
5.115607,7.911976,1.000000
7.086516,9.235129,1.000000
7.534711,9.572243,1.000000
6.478435,7.634528,1.000000
7.886831,7.741526,1.000000
8.310300,10.271945,1.000000
7.954638,8.160905,1.000000
7.040573,8.172380,1.000000
7.680821,8.770973,1.000000
5.474083,9.391465,1.000000
7.745010,9.368107,1.000000
7.941337,7.835464,1.000000
5.988910,8.623538,1.000000
7.737714,7.715702,1.000000
7.056454,8.107420,1.000000
7.046038,9.716665,1.000000
6.475801,7.553950,1.000000
6.293055,6.952217,1.000000
7.632140,6.081557,1.000000
6.764172,9.030153,1.000000
7.039843,9.233557,1.000000
9.526830,8.577434,1.000000
5.995483,8.043064,1.000000
7.564883,7.671291,1.000000
6.130889,10.253436,1.000000
6.019373,9.599081,1.000000
5.852267,9.152120,1.000000
7.173027,9.038786,1.000000
7.101114,7.422545,1.000000
7.199393,7.041855,1.000000
6.957159,9.246741,1.000000
5.378669,10.730595,1.000000
6.795420,9.138936,1.000000
5.548454,8.106453,1.000000
6.485495,8.868244,1.000000
5.693847,9.585507,1.000000
6.701136,8.615142,1.000000
7.372363,9.053280,1.000000
6.962245,6.379115,1.000000
8.540141,9.255760,1.000000
8.036239,7.021409,1.000000
6.707337,6.417221,1.000000
5.779704,10.081913,1.000000
6.529870,7.848684,1.000000
7.031541,6.894502,1.000000
6.708600,9.618377,1.000000
8.464027,8.492188,1.000000
7.399427,8.895023,1.000000
6.702927,8.364527,1.000000
7.059566,7.689556,1.000000
7.127007,9.877058,1.000000
9.271415,9.579620,1.000000
8.668047,7.931837,1.000000
7.131124,9.841284,1.000000
8.138889,7.775822,1.000000
7.346811,8.349548,1.000000
6.536655,7.079830,1.000000
8.600794,8.530367,1.000000
9.075092,10.991522,1.000000
7.669157,10.069345,1.000000
9.794841,8.144747,1.000000
5.615210,7.031159,1.000000
6.877604,7.370091,1.000000
9.054124,7.575949,1.000000
6.455221,7.985979,1.000000
7.013996,7.878915,1.000000
5.733551,7.456271,1.000000
6.196510,8.907002,1.000000
7.724147,7.430547,1.000000
7.848878,8.275425,1.000000
6.318243,9.354055,1.000000
6.452043,7.881272,1.000000
7.937923,7.453227,1.000000
6.257943,7.938169,1.000000
6.735022,7.478014,1.000000
8.073190,8.461893,1.000000
8.591931,7.883786,1.000000
5.896096,7.478555,1.000000
8.705133,9.086295,1.000000
7.158237,9.439791,1.000000
8.201084,7.484207,1.000000
8.953936,9.888203,1.000000
6.562599,7.640315,1.000000
7.081254,7.762495,1.000000
4.939824,8.110217,1.000000
6.626509,9.099807,1.000000
9.095244,7.671426,1.000000
6.164695,7.146292,1.000000
7.226312,8.713589,1.000000
8.663195,7.891347,1.000000
6.927127,8.886144,1.000000
6.575985,7.862551,1.000000
7.158705,8.057656,1.000000
7.420405,6.735948,1.000000
6.656649,8.321809,1.000000
8.321579,9.197134,1.000000
7.492548,8.546678,1.000000
5.968607,9.127898,1.000000
6.108941,9.410159,1.000000
7.894803,9.405830,1.000000
5.325371,7.745894,1.000000
8.396120,10.741765,1.000000
7.522086,9.116946,1.000000
8.411490,9.161430,1.000000
6.588959,8.689001,1.000000
7.679527,8.104700,1.000000
7.266650,9.392348,1.000000
5.767807,8.848739,1.000000
8.220188,7.403043,1.000000
8.933202,7.700186,1.000000
7.847027,7.667366,1.000000
8.790056,8.304017,1.000000
6.797894,8.283572,1.000000
6.225422,8.452927,1.000000
8.302864,6.162655,1.000000
8.033695,7.023464,1.000000
9.663135,7.182080,1.000000
8.103494,8.778826,1.000000
5.826691,8.103714,1.000000
7.653735,7.486254,1.000000
6.399750,7.524729,1.000000
7.067544,8.208293,1.000000
9.274074,7.480016,1.000000
8.559654,9.143437,1.000000
6.828166,8.649496,1.000000
7.242497,8.781386,1.000000
5.784012,7.238116,1.000000
8.682906,7.763523,1.000000
6.142168,8.276946,1.000000
5.122455,9.047125,1.000000
8.219695,11.355785,1.000000
6.868272,9.530589,1.000000
8.326166,8.742975,1.000000
8.022957,6.900673,1.000000
9.249425,7.333813,1.000000
7.492453,8.855711,1.000000
8.503534,8.511020,1.000000
9.148101,8.302229,1.000000
7.093097,9.001802,1.000000
7.068244,8.065887,1.000000
7.245151,7.437361,1.000000
7.855908,7.660438,1.000000
8.165891,8.792847,1.000000
7.471629,9.210010,1.000000
6.602176,7.490687,1.000000
6.959714,9.297022,1.000000
7.232187,8.378618,1.000000
7.608418,8.335595,1.000000
8.520917,9.882404,1.000000
6.768040,8.880567,1.000000
6.356123,7.301076,1.000000
6.290289,8.612824,1.000000
8.022013,7.912895,1.000000
8.167766,7.720083,1.000000
6.206347,7.601188,1.000000
8.394150,8.020271,1.000000
8.448952,8.301396,1.000000
8.472945,7.932752,1.000000
5.531591,8.582129,1.000000
8.624004,6.335107,1.000000
7.039785,8.144518,1.000000
5.009265,7.286624,1.000000
4.549716,8.063939,1.000000
5.786799,8.285276,1.000000
7.365744,8.299472,1.000000
5.246961,9.101743,1.000000
8.072558,7.746420,1.000000
6.444647,8.780460,1.000000
7.160680,9.041164,1.000000
7.419218,8.272268,1.000000
6.777251,9.251640,1.000000
4.858972,8.283769,1.000000
6.926018,9.496202,1.000000
8.566118,7.750425,1.000000
7.963593,8.029928,1.000000
5.751251,6.683903,1.000000
6.069129,10.851827,1.000000
5.864312,7.376505,1.000000
6.934615,9.671026,1.000000
6.939774,10.678660,1.000000
5.732047,9.345550,1.000000
6.538079,8.316077,1.000000
5.870224,10.021440,1.000000
6.970671,5.103296,1.000000
7.330278,6.406589,1.000000
5.926455,5.249659,1.000000
7.838316,8.538083,1.000000
6.317164,7.330160,1.000000
8.672189,10.380316,1.000000
5.668697,9.374889,1.000000
9.264697,7.263005,1.000000
5.249014,9.703884,1.000000
7.020992,9.222190,1.000000
8.835716,8.783848,1.000000
6.175909,8.478324,1.000000
7.446129,7.311607,1.000000
9.909305,9.125053,1.000000
8.067559,7.758169,1.000000
5.906937,8.535859,1.000000
7.359712,7.264732,1.000000
8.156100,7.029242,1.000000
8.600533,8.362885,1.000000
6.921651,8.024499,1.000000
8.524645,7.981485,1.000000
5.386594,7.720091,1.000000
7.903745,9.449373,1.000000
7.785749,9.382212,1.000000
7.428491,6.952236,1.000000
5.639570,8.299714,1.000000
7.775796,7.682888,1.000000
6.310267,6.747859,1.000000
6.748935,8.020220,1.000000
6.332947,7.069477,1.000000
7.392894,8.974692,1.000000
6.969978,8.429363,1.000000
6.580351,8.992621,1.000000
6.950549,6.859015,1.000000
6.001709,8.430828,1.000000
7.710453,10.068266,1.000000
7.098164,9.527254,1.000000
5.801770,8.238751,1.000000
7.528019,8.600181,1.000000
8.725035,9.249922,1.000000
7.061896,5.989101,1.000000
6.374867,9.705985,1.000000
7.596922,7.955406,1.000000
6.088442,8.581292,1.000000
7.523540,7.933733,1.000000
8.296968,9.295377,1.000000
7.584781,7.410770,1.000000
8.038519,7.610987,1.000000
6.758274,6.897141,1.000000
7.042208,7.419468,1.000000
6.013458,8.260729,1.000000
7.331386,6.377036,1.000000
4.945946,7.995767,1.000000
6.113554,9.397986,1.000000
8.469549,8.498651,1.000000
7.249770,9.445490,1.000000
5.397838,8.421460,1.000000
7.128269,5.671569,1.000000
6.525266,8.243392,1.000000
7.830351,6.720873,1.000000
8.004787,8.089851,1.000000
6.462340,9.306933,1.000000
7.009515,9.331401,1.000000
7.012355,9.266356,1.000000
8.315655,8.467639,1.000000
8.166420,5.514037,1.000000
6.021843,8.057949,1.000000
6.347086,7.035942,1.000000
6.901305,8.252227,1.000000
7.451838,7.289757,1.000000
6.815281,10.806632,1.000000
6.815420,9.881880,1.000000
6.994904,9.264199,1.000000
7.954302,10.561420,1.000000
6.050980,7.725536,1.000000
6.657347,9.292751,1.000000
5.196519,8.484769,1.000000
8.172233,7.541955,1.000000
6.853687,9.539510,1.000000
7.475327,5.531762,1.000000
6.089590,7.069127,1.000000
6.280379,8.445847,1.000000
7.178808,8.642814,1.000000
6.391936,9.126729,1.000000
7.200601,7.901002,1.000000
6.772277,8.253570,1.000000
8.876468,8.678545,1.000000
9.274858,10.452511,1.000000
7.215475,10.251498,1.000000
7.699228,9.934506,1.000000
6.787046,9.138615,1.000000
7.330322,10.397633,1.000000
7.012868,8.947496,1.000000
